"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","DEG_status","Segment"
261.877146343786,-1.15328960802826,0.308984705220524,3.73251357928913,0.000189578473201052,0.0178631574637894,"AT1G02950","DOWN in weep","Segment.1"
898.149345854974,-1.69533349985892,0.412071744687057,4.11417070380893,3.88573816196668e-05,0.0059397390253603,"AT1G03820","DOWN in weep","Segment.1"
823.593250190966,1.00739843182255,0.264670784499937,-3.80623208460997,0.000141099984761315,0.014874872155902,"AT1G05575","UP in weep","Segment.1"
277.593949719924,-1.44732024887579,0.325585929591584,4.44527885677158,8.77779338312161e-06,0.00192873702656077,"AT1G07880","DOWN in weep","Segment.1"
59.2761792703406,-2.01680853934186,0.597028684412542,3.37807645092687,0.000729947839949104,0.0431481816125766,"AT1G09380","DOWN in weep","Segment.1"
257.513053534564,2.78117364823239,0.737856681157963,-3.76925996504867,0.000163732284437362,0.0160682372770382,"AT1G10070","UP in weep","Segment.1"
1351.30885467688,-1.13996002240224,0.198179010745468,5.75217334123415,8.81033930745247e-09,8.93410359772383e-06,"AT1G11080","DOWN in weep","Segment.1"
25.3606748431469,3.84260899572688,1.15447084301559,-3.32845911092014,0.000873278230447769,0.047683230557398,"AT1G12610","UP in weep","Segment.1"
40.4645359041519,-1.3270711340291,0.400617741356791,3.31256206860597,0.000924456103832076,0.0490929993294366,"AT1G13610","DOWN in weep","Segment.1"
368.802762599667,2.1311939261529,0.476941579412483,-4.4684590695116,7.87850836394411e-06,0.0017848174001084,"AT1G14480","UP in weep","Segment.1"
129.272061556985,-1.49060588934353,0.396491914451898,3.75948622156421,0.000170262653818499,0.0165559050824883,"AT1G14630","DOWN in weep","Segment.1"
1302.88378472569,2.28617321785298,0.355875805829088,-6.42407598495452,1.32672923130543e-10,2.01804992718923e-07,"AT1G15040","UP in weep","Segment.1"
14.1389379383001,1.85478752011426,0.559044423428674,-3.31778199080972,0.000907352743180565,0.0486165664872266,"AT1G15050","UP in weep","Segment.1"
228.397021581001,-1.18697110688668,0.350899230289543,3.38265520248437,0.000717887011912508,0.043019675642487,"AT1G16070","DOWN in weep","Segment.1"
166.262040708231,-2.39536258962209,0.582104854569249,4.11500191214628,3.87176205090696e-05,0.0059397390253603,"AT1G16530","DOWN in weep","Segment.1"
85.7144639105882,2.08880267982143,0.606766476468564,-3.44251497211653,0.000576331961041889,0.0375582473214648,"AT1G17380","UP in weep","Segment.1"
10.793174838558,5.59726865199484,1.41334905288577,-3.96028754578803,7.48595681347371e-05,0.00921465030883946,"AT1G17710","UP in weep","Segment.1"
1419.26123368938,1.3674099138126,0.359821928082431,-3.80024063875101,0.000144555644586786,0.0150831257792602,"AT1G18570","UP in weep","Segment.1"
1081.68089160188,-1.11107283067238,0.234508494874213,4.73787881871119,2.15966886631698e-06,0.00074177658884226,"AT1G18670","DOWN in weep","Segment.1"
62.1319833414056,4.30859597662735,1.29182463597453,-3.33527930699124,0.000852137627281936,0.0470189831868295,"AT1G19210","UP in weep","Segment.1"
57.2558899445177,1.94763574240004,0.544631746183916,-3.57605989009379,0.000348811773622899,0.027308627644484,"AT1G21400","UP in weep","Segment.1"
28.5085193021028,6.08125641758827,1.31655851773543,-4.61905516212712,3.85491373826437e-06,0.00112452586378548,"AT1G22480","UP in weep","Segment.1"
134.041316557408,-1.07354277715001,0.276418720643671,3.88375568286457,0.000102855262910615,0.011839474722603,"AT1G22990","DOWN in weep","Segment.1"
86.4785070117682,-1.16789399956112,0.310937396825301,3.75604224993656,0.000172621564019838,0.0166126063340685,"AT1G29240","DOWN in weep","Segment.1"
1532.59743876569,1.54204167724115,0.411237161409876,-3.74976247757972,0.00017700214377823,0.0169025141334413,"AT1G30370","UP in weep","Segment.1"
14.3305006663434,-2.37333385378111,0.707952306081265,3.35239229167604,0.00080116408381097,0.0454954377726789,"AT1G30515","DOWN in weep","Segment.1"
315.690803401721,-1.15607677779456,0.307858227616977,3.75522456145916,0.000173186128488528,0.0166126063340685,"AT1G31320","DOWN in weep","Segment.1"
124.793708379188,-2.1048773230941,0.254801834802573,8.26084052622704,1.44650235668493e-16,6.16065353712111e-13,"AT1G33440","DOWN in weep","Segment.1"
4.04065992223885,-6.40829516648708,1.69743876809035,3.77527324517073,0.000159832362385663,0.0159048138177696,"AT1G34440","DOWN in weep","Segment.1"
314.831395694627,-1.30906629667952,0.245832565263499,5.32503208139403,1.00935223556762e-07,7.16471861880414e-05,"AT1G44575","DOWN in weep","Segment.1"
25.4152679896918,-2.54873881504516,0.745836805484028,3.4172875303346,0.000632484416332563,0.039730842612985,"AT1G48800","DOWN in weep","Segment.1"
11.7738173043252,2.97818680037584,0.889274215400438,-3.34900838099165,0.000811013424145767,0.045631298235758,"AT1G50310","UP in weep","Segment.1"
282.727868313448,2.93915545189367,0.861517859637963,-3.41160130229778,0.000645824990316108,0.0400957526786633,"AT1G50745","UP in weep","Segment.1"
36.2919594926533,-2.43885702631497,0.57658977754251,4.22979581204101,2.33903520936625e-05,0.00425724399858583,"AT1G52560","DOWN in weep","Segment.1"
351.706242578515,-1.53241110487207,0.305366786774926,5.01826384282436,5.2140536369552e-07,0.00026436493380705,"AT1G55240","DOWN in weep","Segment.1"
13.6549685145701,-3.09220899702467,0.809303574984848,3.82082705748898,0.000133004897431304,0.014161696453998,"AT1G62540","DOWN in weep","Segment.1"
1165.67348678166,-1.45893260511835,0.238947282071788,6.10566729392654,1.023720615504e-09,1.36250815669735e-06,"AT1G62770","DOWN in weep","Segment.1"
