"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id","DEG_status","Segment","HPI","OG","Gene_Name"
393.017814906391,-0.155546390983257,0.204999651382994,0.758764173177324,0.447993640775161,0.799789439372391,"Tarv.1014.HPI3.1.g000010.t1","NOT Significant","Segment.2","No","OG0011560",NA
986.374856162615,-0.0865091803174829,0.108809314858831,0.795053074543481,0.426582629446728,0.786967987560605,"Tarv.1014.HPI3.1.g000020.t1","NOT Significant","Segment.2","No","OG0000733",NA
986.801826214329,-0.0294382770937367,0.122664639369874,0.239989920852176,0.810338070304185,0.94665945287682,"Tarv.1014.HPI3.1.g000040.t1","NOT Significant","Segment.2","No","OG0000578",NA
1026.41455947786,-0.228843994353277,0.191423178065975,1.19548738384442,0.231896662522777,0.65174266282652,"Tarv.1014.HPI3.1.g000060.t1","NOT Significant","Segment.2","No","OG0001372",NA
39.8749843919122,0.386078619446602,0.436163479104564,-0.885169524599388,0.376065206342104,0.757332608951551,"Tarv.1014.HPI3.1.g000070.t1","NOT Significant","Segment.2","No","OG0021742",NA
37.5947821988503,1.1118450597444,0.55188336237634,-2.01463775779892,0.0439426182317967,0.38511079533157,"Tarv.1014.HPI3.1.g000080.t1","NOT Significant","Segment.2","No","OG0001486",NA
258.883835404667,-0.383092786404651,0.184091458077084,2.0809916462514,0.0374346706955098,0.3595998377331,"Tarv.1014.HPI3.1.g000090.t1","NOT Significant","Segment.2","No","OG0010001",NA
513.536264569596,0.66369188822387,0.228094495876893,-2.90972338316343,0.00361748770118845,0.129467363723895,"Tarv.1014.HPI3.1.g000100.t1","NOT Significant","Segment.2","No","OG0012847",NA
288.149860741495,-0.39046104054843,0.249545736420331,1.56468728398045,0.117656251522984,0.525502699460058,"Tarv.1014.HPI3.1.g000110.t1","NOT Significant","Segment.2","No","OG0005245",NA
2065.78458451098,0.106232915424795,0.105856084210956,-1.00355984463857,0.315590817856219,0.716004976872602,"Tarv.1014.HPI3.1.g000120.t1","NOT Significant","Segment.2","No","OG0002094",NA
2142.64737033655,0.0692982287948583,0.0763620601941666,-0.907495536640223,0.364144808709878,0.749887686834984,"Tarv.1014.HPI3.1.g000130.t1","NOT Significant","Segment.2","No","OG0005481",NA
18.3064831015761,-0.638339854400784,0.91092227200818,0.700762155033851,0.483451459622831,0.817046359287834,"Tarv.1014.HPI3.1.g000140.t1","NOT Significant","Segment.2","No","OG0023463",NA
5172.20231992017,0.106251895974143,0.10083370374683,-1.05373394039871,0.292004745254092,0.698804777525125,"Tarv.1014.HPI3.1.g000150.t1","NOT Significant","Segment.2","No","OG0009421",NA
16.2650468680066,-0.0318082796444996,0.982276948860405,0.0323821908692881,0.974167264667412,0.996690058767816,"Tarv.1014.HPI3.1.g000160.t1","NOT Significant","Segment.2","No","OG0001981",NA
91.6246270484508,-0.836510974816287,0.390155376391474,2.14404574544924,0.032029221581056,0.339573100913642,"Tarv.1014.HPI3.1.g000170.t1","NOT Significant","Segment.2","No","OG0013923",NA
753.481970092923,0.235598923864798,0.179311429942297,-1.31390912414571,0.188876787852873,0.610934307718109,"Tarv.1014.HPI3.1.g000180.t1","NOT Significant","Segment.2","No","OG0002177",NA
543.810555274708,0.00234569112544016,0.160844230990251,-0.0145836198848956,0.988364367302898,0.998259683867757,"Tarv.1014.HPI3.1.g000190.t1","NOT Significant","Segment.2","No","OG0002486",NA
1626.94081317292,0.144057512483774,0.0947616686319259,-1.52020869370002,0.128458533120428,0.53948674940382,"Tarv.1014.HPI3.1.g000200.t1","NOT Significant","Segment.2","No","OG0014261",NA
9.7619471393917,-0.0954310649447546,0.924422410414612,0.103233179842484,0.917777906874772,0.981970627753017,"Tarv.1014.HPI3.1.g000210.t1","NOT Significant","Segment.2","No","OG0001662",NA
2930.88427714674,-0.0352884846752953,0.101417006266776,0.347954312341556,0.727874495413886,0.918001084454377,"Tarv.1014.HPI3.1.g000220.t1","NOT Significant","Segment.2","No","OG0005901",NA
1211.30285363146,0.00175812249741599,0.195860720696206,-0.00897639144370844,0.992837972036259,0.99867022331798,"Tarv.1014.HPI3.1.g000230.t1","NOT Significant","Segment.2","No","OG0002152",NA
779.376164235142,-0.153054436731254,0.202703488805148,0.755065626316771,0.450209606548053,0.800059444664839,"Tarv.1014.HPI3.1.g000240.t1","NOT Significant","Segment.2","No","OG0002553",NA
961.322523786197,-0.140783020606902,0.268293918903034,0.52473429581452,0.599767912475007,0.869901740124318,"Tarv.1014.HPI3.1.g000250.t1","NOT Significant","Segment.2","No","OG0013063",NA
37811.8690850303,-0.0148039936339059,0.114496707560742,0.129296238724176,0.89712324751694,0.975971797796288,"Tarv.1014.HPI3.1.g000260.t1","NOT Significant","Segment.2","No","OG0000439",NA
1482.75993903146,0.134163462793916,0.163706087481624,-0.81953863083421,0.412479170894519,0.778832861550353,"Tarv.1014.HPI3.1.g000280.t1","NOT Significant","Segment.2","No","OG0001161",NA
3113.49334889876,0.213260771806674,0.176594122501207,-1.2076323310546,0.227188717345256,0.648396311691798,"Tarv.1014.HPI3.1.g000290.t1","NOT Significant","Segment.2","No","OG0005966",NA
704.631358468037,0.0724079514029429,0.206874659330685,-0.35000880067771,0.72633209292022,0.917769105929931,"Tarv.1014.HPI3.1.g000300.t1","NOT Significant","Segment.2","No","OG0002084",NA
379.762391861555,-2.14324228478603,0.345855596553134,6.1969281577225,5.75757646228988e-10,7.26426601099497e-07,"Tarv.1014.HPI3.1.g000320.t1","DOWN in weep","Segment.2","No","OG0019158",NA
